user_id,department,home_office,home_lat,home_lon,home_country,usual_os,usual_browser,login_start_hour,login_end_hour,mfa_enabled,vpn_habit
U0022,Engineering,HQ_London,51.5074,-0.1278,UK,Windows_11,Edge,7,18,True,False
U0023,Customer_Support,HQ_London,51.5074,-0.1278,UK,Windows_10,Safari,8,18,True,False
U0024,IT_Ops,Branch_Singapore,1.3521,103.8198,Singapore,Ubuntu_22,Chrome,9,17,True,False
U0025,Finance,HQ_London,51.5074,-0.1278,UK,Windows_10,Safari,7,20,True,False
U0026,Finance,Branch_Singapore,1.3521,103.8198,Singapore,Windows_11,Chrome,7,18,True,False
U0027,Sales,Branch_Sydney,-33.8688,151.2093,Australia,Windows_11,Firefox,8,17,False,True
U0028,R&D,Branch_Bengaluru,12.9716,77.5946,India,Ubuntu_22,Firefox,7,19,True,True
U0029,Customer_Support,HQ_NewYork,40.7128,-74.006,USA,Windows_11,Chrome,9,20,True,False
U0030,HR,HQ_NewYork,40.7128,-74.006,USA,Windows_10,Chrome,9,17,True,True
U0031,Finance,Branch_Berlin,52.52,13.405,Germany,Windows_11,Chrome,8,19,False,True
U0032,IT_Ops,HQ_London,51.5074,-0.1278,UK,Ubuntu_22,Firefox,9,19,True,False
U0033,Finance,HQ_NewYork,40.7128,-74.006,USA,Windows_11,Chrome,9,18,True,True
U0034,IT_Ops,HQ_NewYork,40.7128,-74.006,USA,macOS,Edge,7,20,True,False
U0035,Executive,Branch_Sydney,-33.8688,151.2093,Australia,macOS,Chrome,7,19,True,True
U0036,Customer_Support,HQ_London,51.5074,-0.1278,UK,macOS,Firefox,9,19,True,False
U0037,Marketing,Branch_Berlin,52.52,13.405,Germany,macOS,Chrome,7,20,True,True
U0038,IT_Ops,Branch_Sydney,-33.8688,151.2093,Australia,macOS,Firefox,9,20,True,False
U0039,Engineering,HQ_NewYork,40.7128,-74.006,USA,Windows_10,Chrome,8,18,True,True
U0040,IT_Ops,Branch_Sydney,-33.8688,151.2093,Australia,macOS,Firefox,9,18,True,False
U0041,Customer_Support,Branch_Sydney,-33.8688,151.2093,Australia,Windows_10,Firefox,7,18,False,True
U0042,IT_Ops,Branch_Sydney,-33.8688,151.2093,Australia,Windows_10,Edge,7,17,True,True
U0043,R&D,HQ_London,51.5074,-0.1278,UK,Ubuntu_22,Edge,8,18,True,False
U0044,Legal,Branch_Bengaluru,12.9716,77.5946,India,Windows_11,Edge,8,20,True,False
U0045,IT_Ops,HQ_NewYork,40.7128,-74.006,USA,macOS,Firefox,9,19,True,False
U0046,IT_Ops,Branch_Toronto,43.6532,-79.3832,Canada,Ubuntu_22,Chrome,8,18,True,False
U0047,Engineering,Branch_Berlin,52.52,13.405,Germany,macOS,Safari,7,19,True,False
U0048,Finance,Branch_Toronto,43.6532,-79.3832,Canada,macOS,Safari,8,20,True,False
U0049,Sales,Branch_Singapore,1.3521,103.8198,Singapore,Windows_10,Edge,8,17,True,True
U0050,Executive,Branch_Berlin,52.52,13.405,Germany,Ubuntu_22,Safari,8,18,True,False
U0051,HR,Branch_Toronto,43.6532,-79.3832,Canada,macOS,Edge,7,18,True,True
U0052,Sales,HQ_London,51.5074,-0.1278,UK,Windows_11,Firefox,8,17,True,False
U0053,Executive,HQ_London,51.5074,-0.1278,UK,Ubuntu_22,Safari,7,18,True,True
U0054,Finance,Branch_Sydney,-33.8688,151.2093,Australia,Windows_10,Firefox,9,20,True,True
U0055,Finance,Branch_Singapore,1.3521,103.8198,Singapore,Ubuntu_22,Edge,8,20,True,False
U0056,HR,Branch_Toronto,43.6532,-79.3832,Canada,Ubuntu_22,Edge,7,19,True,False
U0057,Sales,Branch_Bengaluru,12.9716,77.5946,India,Windows_11,Edge,7,19,True,False
U0058,Finance,HQ_London,51.5074,-0.1278,UK,Windows_10,Safari,9,18,True,True
U0059,Legal,Branch_Bengaluru,12.9716,77.5946,India,Ubuntu_22,Chrome,7,20,True,False
U0060,Engineering,Branch_Sydney,-33.8688,151.2093,Australia,Ubuntu_22,Chrome,8,19,True,False
U0061,Legal,Branch_Berlin,52.52,13.405,Germany,Ubuntu_22,Firefox,8,20,True,False
U0062,Legal,Branch_Toronto,43.6532,-79.3832,Canada,Ubuntu_22,Firefox,9,17,False,False
U0063,Engineering,HQ_NewYork,40.7128,-74.006,USA,Windows_10,Safari,7,17,True,True
U0064,R&D,Branch_Bengaluru,12.9716,77.5946,India,Ubuntu_22,Edge,8,19,True,False
U0065,Customer_Support,HQ_NewYork,40.7128,-74.006,USA,Windows_10,Chrome,9,17,True,False
U0066,Sales,Branch_Sydney,-33.8688,151.2093,Australia,Windows_10,Firefox,7,20,True,False
U0067,Sales,Branch_Singapore,1.3521,103.8198,Singapore,macOS,Firefox,9,17,True,True
U0068,Marketing,HQ_NewYork,40.7128,-74.006,USA,macOS,Safari,8,18,True,False
U0069,Sales,HQ_NewYork,40.7128,-74.006,USA,Windows_11,Chrome,8,20,True,True
U0070,IT_Ops,HQ_NewYork,40.7128,-74.006,USA,Ubuntu_22,Chrome,8,19,True,False
U0071,HR,Branch_Singapore,1.3521,103.8198,Singapore,macOS,Safari,8,20,True,False
U0072,IT_Ops,Branch_Sydney,-33.8688,151.2093,Australia,Windows_11,Edge,8,18,True,False
U0073,Legal,Branch_Bengaluru,12.9716,77.5946,India,Ubuntu_22,Edge,7,20,True,False
U0074,IT_Ops,Branch_Bengaluru,12.9716,77.5946,India,Windows_11,Firefox,7,18,True,False
U0075,Sales,Branch_Toronto,43.6532,-79.3832,Canada,Ubuntu_22,Safari,7,17,True,False
U0076,Sales,Branch_Bengaluru,12.9716,77.5946,India,Ubuntu_22,Edge,8,19,True,False
U0077,Marketing,Branch_Bengaluru,12.9716,77.5946,India,Windows_11,Firefox,8,17,True,False
U0078,HR,HQ_London,51.5074,-0.1278,UK,Ubuntu_22,Edge,9,19,False,False
U0079,Marketing,HQ_London,51.5074,-0.1278,UK,Windows_10,Edge,7,18,True,False
U0080,Customer_Support,Branch_Bengaluru,12.9716,77.5946,India,Ubuntu_22,Chrome,7,19,True,False
U0081,HR,HQ_NewYork,40.7128,-74.006,USA,Ubuntu_22,Chrome,7,20,True,False
U0082,Engineering,HQ_London,51.5074,-0.1278,UK,macOS,Chrome,7,17,True,False
U0083,Executive,Branch_Sydney,-33.8688,151.2093,Australia,Ubuntu_22,Safari,8,19,False,False
U0084,Marketing,Branch_Berlin,52.52,13.405,Germany,Windows_11,Firefox,9,18,True,True
U0085,Sales,HQ_London,51.5074,-0.1278,UK,Windows_10,Chrome,8,20,True,False
U0086,Engineering,HQ_London,51.5074,-0.1278,UK,macOS,Safari,7,18,False,False
U0087,Executive,Branch_Toronto,43.6532,-79.3832,Canada,Ubuntu_22,Chrome,9,18,True,False
U0088,HR,HQ_NewYork,40.7128,-74.006,USA,Windows_10,Edge,9,19,True,False
U0089,Marketing,Branch_Toronto,43.6532,-79.3832,Canada,macOS,Safari,8,17,True,False
U0090,IT_Ops,Branch_Berlin,52.52,13.405,Germany,Windows_11,Chrome,7,17,False,False
U0091,Marketing,Branch_Berlin,52.52,13.405,Germany,Windows_10,Safari,9,20,False,True
U0092,Executive,Branch_Singapore,1.3521,103.8198,Singapore,Windows_11,Safari,8,20,True,False
U0093,HR,Branch_Bengaluru,12.9716,77.5946,India,Ubuntu_22,Edge,9,20,True,False
U0094,R&D,HQ_NewYork,40.7128,-74.006,USA,macOS,Edge,7,20,False,False
U0095,Engineering,Branch_Toronto,43.6532,-79.3832,Canada,Ubuntu_22,Chrome,7,19,True,False
U0096,R&D,Branch_Sydney,-33.8688,151.2093,Australia,Windows_10,Edge,9,18,False,False
U0097,R&D,HQ_NewYork,40.7128,-74.006,USA,Windows_10,Firefox,8,17,True,True
U0098,Finance,Branch_Singapore,1.3521,103.8198,Singapore,Windows_10,Safari,9,19,True,True
U0099,R&D,Branch_Singapore,1.3521,103.8198,Singapore,Ubuntu_22,Firefox,8,18,False,False
U0100,HR,Branch_Sydney,-33.8688,151.2093,Australia,macOS,Safari,8,19,True,True
U0101,Marketing,Branch_Sydney,-33.8688,151.2093,Australia,Windows_10,Safari,9,20,True,False
U0102,Customer_Support,Branch_Singapore,1.3521,103.8198,Singapore,macOS,Firefox,9,18,True,True
U0103,Legal,HQ_NewYork,40.7128,-74.006,USA,Ubuntu_22,Safari,8,18,True,True
U0104,Customer_Support,Branch_Berlin,52.52,13.405,Germany,Windows_11,Safari,7,20,True,True
U0105,HR,HQ_NewYork,40.7128,-74.006,USA,macOS,Edge,9,20,True,False
U0106,Customer_Support,Branch_Singapore,1.3521,103.8198,Singapore,Ubuntu_22,Chrome,9,17,True,False
U0107,Marketing,HQ_London,51.5074,-0.1278,UK,Ubuntu_22,Chrome,9,17,True,False
U0108,Engineering,HQ_NewYork,40.7128,-74.006,USA,Windows_11,Edge,8,19,True,True
U0109,Legal,Branch_Berlin,52.52,13.405,Germany,Windows_10,Firefox,7,20,True,True
U0110,Executive,HQ_London,51.5074,-0.1278,UK,Ubuntu_22,Edge,8,19,True,False
U0111,R&D,Branch_Bengaluru,12.9716,77.5946,India,Windows_11,Safari,8,19,True,False
U0112,Marketing,Branch_Singapore,1.3521,103.8198,Singapore,Windows_10,Safari,8,17,True,False
U0113,Executive,Branch_Bengaluru,12.9716,77.5946,India,Windows_11,Safari,8,17,True,False
U0114,Engineering,Branch_Berlin,52.52,13.405,Germany,macOS,Firefox,9,19,True,True
U0115,Marketing,Branch_Toronto,43.6532,-79.3832,Canada,Windows_11,Chrome,8,20,True,False
U0116,HR,HQ_NewYork,40.7128,-74.006,USA,macOS,Safari,7,18,True,False
U0117,IT_Ops,Branch_Berlin,52.52,13.405,Germany,Windows_10,Edge,8,19,True,True
U0118,Finance,Branch_Singapore,1.3521,103.8198,Singapore,Windows_10,Firefox,9,20,False,False
U0119,IT_Ops,HQ_NewYork,40.7128,-74.006,USA,Windows_11,Edge,9,17,True,False
U0120,Marketing,Branch_Berlin,52.52,13.405,Germany,macOS,Chrome,9,18,True,False
U0121,Customer_Support,Branch_Bengaluru,12.9716,77.5946,India,Windows_11,Safari,9,19,True,True
U0122,Engineering,HQ_NewYork,40.7128,-74.006,USA,Ubuntu_22,Chrome,7,18,False,True
U0123,R&D,Branch_Bengaluru,12.9716,77.5946,India,Windows_10,Safari,9,17,True,False
U0124,Marketing,HQ_NewYork,40.7128,-74.006,USA,Windows_10,Safari,8,18,False,True
U0125,IT_Ops,Branch_Berlin,52.52,13.405,Germany,Windows_11,Safari,8,18,False,False
U0126,R&D,HQ_NewYork,40.7128,-74.006,USA,Windows_11,Chrome,8,18,False,False
U0127,Sales,HQ_NewYork,40.7128,-74.006,USA,Windows_10,Firefox,8,18,True,False
U0128,Marketing,Branch_Sydney,-33.8688,151.2093,Australia,Windows_10,Edge,7,17,True,True
U0129,Engineering,Branch_Bengaluru,12.9716,77.5946,India,macOS,Chrome,7,19,True,False
U0130,Customer_Support,HQ_NewYork,40.7128,-74.006,USA,Ubuntu_22,Safari,8,17,True,True
U0131,Executive,HQ_NewYork,40.7128,-74.006,USA,Ubuntu_22,Chrome,7,20,True,False
U0132,Finance,Branch_Singapore,1.3521,103.8198,Singapore,Windows_11,Chrome,8,18,True,True
U0133,Executive,Branch_Berlin,52.52,13.405,Germany,Ubuntu_22,Edge,8,20,True,False
U0134,Customer_Support,Branch_Toronto,43.6532,-79.3832,Canada,Ubuntu_22,Safari,7,20,True,False
U0135,Legal,Branch_Toronto,43.6532,-79.3832,Canada,macOS,Safari,8,19,True,True
U0136,R&D,HQ_NewYork,40.7128,-74.006,USA,Windows_11,Chrome,8,17,True,False
U0137,HR,Branch_Berlin,52.52,13.405,Germany,macOS,Chrome,8,19,False,False
U0138,Legal,Branch_Sydney,-33.8688,151.2093,Australia,macOS,Edge,8,17,True,True
U0139,R&D,HQ_London,51.5074,-0.1278,UK,macOS,Edge,7,19,True,False
U0140,Customer_Support,Branch_Sydney,-33.8688,151.2093,Australia,macOS,Chrome,7,19,True,True
U0141,IT_Ops,Branch_Bengaluru,12.9716,77.5946,India,Windows_10,Firefox,9,20,True,False
U0142,Engineering,HQ_NewYork,40.7128,-74.006,USA,Ubuntu_22,Safari,8,19,True,True
U0143,IT_Ops,Branch_Sydney,-33.8688,151.2093,Australia,Windows_11,Firefox,7,17,True,True
U0144,Legal,Branch_Singapore,1.3521,103.8198,Singapore,Ubuntu_22,Edge,7,17,True,True
U0145,Executive,Branch_Singapore,1.3521,103.8198,Singapore,Windows_11,Firefox,8,17,True,True
U0146,Sales,Branch_Sydney,-33.8688,151.2093,Australia,macOS,Edge,8,17,True,False
U0147,HR,HQ_London,51.5074,-0.1278,UK,Windows_10,Edge,7,20,False,True
U0148,Engineering,Branch_Singapore,1.3521,103.8198,Singapore,macOS,Safari,9,20,True,False
U0149,Finance,Branch_Singapore,1.3521,103.8198,Singapore,macOS,Firefox,9,20,True,False
U0150,Finance,Branch_Singapore,1.3521,103.8198,Singapore,Windows_10,Safari,9,20,True,False
U0151,Marketing,Branch_Toronto,43.6532,-79.3832,Canada,Windows_10,Edge,7,17,True,True
U0152,Customer_Support,HQ_London,51.5074,-0.1278,UK,macOS,Firefox,7,17,True,True
U0153,Executive,HQ_London,51.5074,-0.1278,UK,Windows_10,Safari,8,20,True,False
U0154,Executive,Branch_Bengaluru,12.9716,77.5946,India,Windows_10,Safari,7,20,True,True
U0155,Marketing,Branch_Berlin,52.52,13.405,Germany,macOS,Chrome,8,20,True,True
U0156,Marketing,HQ_NewYork,40.7128,-74.006,USA,Ubuntu_22,Safari,9,17,True,False
U0157,Sales,Branch_Bengaluru,12.9716,77.5946,India,Windows_10,Chrome,8,17,True,False
U0158,Finance,Branch_Berlin,52.52,13.405,Germany,Windows_11,Firefox,9,20,False,False
U0159,Executive,HQ_London,51.5074,-0.1278,UK,macOS,Edge,8,20,True,False
U0160,Engineering,Branch_Sydney,-33.8688,151.2093,Australia,Windows_11,Edge,7,20,True,False
U0161,Executive,Branch_Sydney,-33.8688,151.2093,Australia,macOS,Chrome,9,18,False,True
U0162,Legal,HQ_London,51.5074,-0.1278,UK,macOS,Safari,9,19,True,False
U0163,Customer_Support,HQ_NewYork,40.7128,-74.006,USA,macOS,Chrome,8,19,True,True
U0164,R&D,HQ_London,51.5074,-0.1278,UK,Windows_10,Firefox,7,19,True,True
U0165,Customer_Support,Branch_Sydney,-33.8688,151.2093,Australia,macOS,Firefox,9,20,True,True
U0166,Executive,Branch_Sydney,-33.8688,151.2093,Australia,Ubuntu_22,Chrome,8,19,True,True
U0167,R&D,Branch_Berlin,52.52,13.405,Germany,Ubuntu_22,Firefox,9,18,True,False
U0168,R&D,Branch_Sydney,-33.8688,151.2093,Australia,macOS,Safari,8,19,True,False
U0169,Legal,HQ_London,51.5074,-0.1278,UK,Windows_10,Edge,7,20,False,False
U0170,Finance,Branch_Toronto,43.6532,-79.3832,Canada,macOS,Chrome,7,19,True,False
U0171,Legal,HQ_NewYork,40.7128,-74.006,USA,Ubuntu_22,Edge,7,20,True,False
U0172,Sales,Branch_Singapore,1.3521,103.8198,Singapore,macOS,Firefox,7,19,False,False
U0173,IT_Ops,Branch_Sydney,-33.8688,151.2093,Australia,Windows_10,Chrome,8,20,True,True
U0174,R&D,Branch_Singapore,1.3521,103.8198,Singapore,Windows_11,Chrome,8,18,True,False
U0175,Executive,Branch_Berlin,52.52,13.405,Germany,Windows_11,Edge,7,19,True,True
U0176,Executive,Branch_Singapore,1.3521,103.8198,Singapore,Windows_11,Safari,9,17,True,False
U0177,HR,Branch_Bengaluru,12.9716,77.5946,India,Windows_11,Edge,7,20,True,False
U0178,Customer_Support,Branch_Bengaluru,12.9716,77.5946,India,Windows_11,Safari,8,17,True,False
U0179,Marketing,Branch_Toronto,43.6532,-79.3832,Canada,macOS,Chrome,8,18,True,False
U0180,Executive,Branch_Toronto,43.6532,-79.3832,Canada,Windows_10,Chrome,8,19,True,True
U0181,R&D,Branch_Toronto,43.6532,-79.3832,Canada,Windows_10,Firefox,7,20,True,True
U0182,Sales,HQ_NewYork,40.7128,-74.006,USA,macOS,Safari,9,20,True,False
U0183,Sales,Branch_Bengaluru,12.9716,77.5946,India,Windows_11,Edge,8,17,True,False
U0184,Legal,Branch_Toronto,43.6532,-79.3832,Canada,Ubuntu_22,Edge,7,20,True,False
U0185,Customer_Support,Branch_Bengaluru,12.9716,77.5946,India,Ubuntu_22,Chrome,8,18,True,True
U0186,Finance,Branch_Bengaluru,12.9716,77.5946,India,macOS,Safari,9,20,True,False
U0187,R&D,HQ_NewYork,40.7128,-74.006,USA,Ubuntu_22,Edge,9,17,True,False
U0188,IT_Ops,Branch_Berlin,52.52,13.405,Germany,Windows_11,Firefox,9,20,True,True
U0189,IT_Ops,Branch_Bengaluru,12.9716,77.5946,India,Windows_11,Firefox,9,20,False,False
U0190,Finance,Branch_Berlin,52.52,13.405,Germany,macOS,Safari,8,19,True,True
U0191,HR,Branch_Singapore,1.3521,103.8198,Singapore,Windows_11,Edge,8,20,True,False
U0192,R&D,HQ_London,51.5074,-0.1278,UK,Windows_10,Chrome,8,18,False,False
U0193,Finance,Branch_Sydney,-33.8688,151.2093,Australia,macOS,Chrome,9,19,False,False
U0194,HR,Branch_Sydney,-33.8688,151.2093,Australia,Windows_10,Chrome,7,18,True,False
U0195,IT_Ops,Branch_Berlin,52.52,13.405,Germany,Ubuntu_22,Firefox,9,17,True,False
U0196,R&D,Branch_Berlin,52.52,13.405,Germany,Ubuntu_22,Chrome,7,19,True,False
U0197,Customer_Support,Branch_Bengaluru,12.9716,77.5946,India,Windows_10,Firefox,8,17,True,False
U0198,Marketing,HQ_London,51.5074,-0.1278,UK,macOS,Firefox,8,19,True,True
U0199,Customer_Support,Branch_Bengaluru,12.9716,77.5946,India,macOS,Chrome,9,18,True,False
U0200,HR,Branch_Toronto,43.6532,-79.3832,Canada,Windows_11,Chrome,7,17,False,False
U0201,Marketing,Branch_Toronto,43.6532,-79.3832,Canada,Ubuntu_22,Chrome,8,19,True,True
U0202,Sales,Branch_Sydney,-33.8688,151.2093,Australia,macOS,Safari,7,17,True,False
U0203,R&D,HQ_London,51.5074,-0.1278,UK,Windows_10,Edge,9,19,True,False
U0204,Legal,HQ_London,51.5074,-0.1278,UK,Windows_11,Edge,7,20,True,False
U0205,HR,HQ_NewYork,40.7128,-74.006,USA,macOS,Safari,9,20,True,False
U0206,HR,Branch_Sydney,-33.8688,151.2093,Australia,macOS,Firefox,7,20,False,False
U0207,Marketing,Branch_Singapore,1.3521,103.8198,Singapore,Windows_11,Safari,9,20,False,True
U0208,IT_Ops,HQ_NewYork,40.7128,-74.006,USA,macOS,Safari,9,20,True,True
U0209,Finance,Branch_Singapore,1.3521,103.8198,Singapore,macOS,Edge,8,19,True,True
U0210,Customer_Support,HQ_London,51.5074,-0.1278,UK,macOS,Chrome,8,20,True,True
U0211,Executive,Branch_Toronto,43.6532,-79.3832,Canada,Windows_10,Chrome,8,19,True,True
U0212,IT_Ops,Branch_Sydney,-33.8688,151.2093,Australia,Windows_10,Safari,9,17,True,True
U0213,IT_Ops,Branch_Sydney,-33.8688,151.2093,Australia,Ubuntu_22,Firefox,9,18,True,False
U0214,HR,Branch_Singapore,1.3521,103.8198,Singapore,macOS,Safari,9,19,True,True
U0215,IT_Ops,Branch_Toronto,43.6532,-79.3832,Canada,Ubuntu_22,Edge,9,17,True,True
U0216,Executive,Branch_Berlin,52.52,13.405,Germany,Windows_11,Safari,7,20,True,False
U0217,Engineering,Branch_Berlin,52.52,13.405,Germany,Windows_10,Chrome,8,19,True,False
U0218,Sales,Branch_Singapore,1.3521,103.8198,Singapore,Windows_11,Firefox,9,18,True,False
U0219,R&D,Branch_Berlin,52.52,13.405,Germany,macOS,Firefox,8,19,True,False
U0220,Marketing,Branch_Berlin,52.52,13.405,Germany,Windows_10,Firefox,8,19,True,False
U0221,Marketing,Branch_Sydney,-33.8688,151.2093,Australia,Windows_10,Safari,8,20,True,False
U0222,Marketing,Branch_Bengaluru,12.9716,77.5946,India,Ubuntu_22,Safari,8,18,True,True
U0223,Finance,Branch_Bengaluru,12.9716,77.5946,India,macOS,Safari,7,18,True,True
U0224,Customer_Support,Branch_Toronto,43.6532,-79.3832,Canada,Windows_10,Chrome,9,18,True,False
U0225,Customer_Support,HQ_London,51.5074,-0.1278,UK,Windows_11,Chrome,8,19,True,True
U0226,HR,HQ_NewYork,40.7128,-74.006,USA,Ubuntu_22,Safari,8,18,True,True
U0227,Marketing,Branch_Toronto,43.6532,-79.3832,Canada,Windows_11,Firefox,9,17,False,True
U0228,HR,HQ_NewYork,40.7128,-74.006,USA,Ubuntu_22,Firefox,9,19,False,True
U0229,Executive,Branch_Berlin,52.52,13.405,Germany,macOS,Edge,8,20,False,True
U0230,Customer_Support,Branch_Singapore,1.3521,103.8198,Singapore,Windows_10,Chrome,8,18,True,False
U0231,HR,HQ_NewYork,40.7128,-74.006,USA,macOS,Firefox,7,20,True,False
U0232,Finance,Branch_Singapore,1.3521,103.8198,Singapore,Windows_10,Firefox,8,19,False,True
U0233,Legal,HQ_London,51.5074,-0.1278,UK,macOS,Edge,8,17,True,False
U0234,Sales,HQ_NewYork,40.7128,-74.006,USA,Ubuntu_22,Edge,7,20,True,False
U0235,Marketing,Branch_Toronto,43.6532,-79.3832,Canada,macOS,Edge,9,18,True,True
U0236,HR,Branch_Singapore,1.3521,103.8198,Singapore,Ubuntu_22,Safari,9,18,True,False
U0237,Executive,Branch_Sydney,-33.8688,151.2093,Australia,Ubuntu_22,Edge,7,17,True,False
U0238,Customer_Support,HQ_London,51.5074,-0.1278,UK,Windows_10,Edge,9,20,True,True
U0239,Executive,Branch_Singapore,1.3521,103.8198,Singapore,Ubuntu_22,Chrome,8,18,True,False
U0240,Engineering,Branch_Berlin,52.52,13.405,Germany,macOS,Chrome,8,19,True,False
U0241,Executive,HQ_NewYork,40.7128,-74.006,USA,Ubuntu_22,Edge,9,17,True,True
U0242,Finance,Branch_Singapore,1.3521,103.8198,Singapore,macOS,Safari,7,18,True,False
U0243,Legal,Branch_Bengaluru,12.9716,77.5946,India,Ubuntu_22,Safari,8,17,True,False
U0244,Customer_Support,HQ_London,51.5074,-0.1278,UK,Windows_11,Firefox,9,20,True,False
U0245,Sales,Branch_Sydney,-33.8688,151.2093,Australia,Windows_11,Edge,8,20,True,False
U0246,Sales,Branch_Singapore,1.3521,103.8198,Singapore,Windows_10,Edge,7,17,True,False
U0247,Executive,Branch_Sydney,-33.8688,151.2093,Australia,Windows_10,Firefox,7,17,True,False
U0248,Engineering,HQ_London,51.5074,-0.1278,UK,Ubuntu_22,Safari,7,18,True,False
U0249,HR,Branch_Berlin,52.52,13.405,Germany,Windows_10,Edge,9,19,True,False
U0250,Customer_Support,HQ_London,51.5074,-0.1278,UK,macOS,Edge,7,18,True,False
U0251,R&D,HQ_NewYork,40.7128,-74.006,USA,Ubuntu_22,Edge,9,20,True,True
U0252,HR,Branch_Sydney,-33.8688,151.2093,Australia,Windows_10,Firefox,8,18,True,False
U0253,Customer_Support,Branch_Singapore,1.3521,103.8198,Singapore,Windows_10,Safari,7,19,True,False
U0254,R&D,Branch_Sydney,-33.8688,151.2093,Australia,Windows_11,Firefox,7,19,True,False
U0255,Engineering,Branch_Sydney,-33.8688,151.2093,Australia,Windows_10,Firefox,8,18,False,True
U0256,Engineering,HQ_London,51.5074,-0.1278,UK,Windows_11,Safari,7,18,True,True
U0257,IT_Ops,Branch_Sydney,-33.8688,151.2093,Australia,Ubuntu_22,Safari,9,19,True,False
U0258,R&D,Branch_Singapore,1.3521,103.8198,Singapore,Ubuntu_22,Edge,7,19,True,True
U0259,Sales,Branch_Toronto,43.6532,-79.3832,Canada,Windows_11,Edge,9,20,True,True
U0260,Sales,Branch_Singapore,1.3521,103.8198,Singapore,Ubuntu_22,Edge,8,20,False,False
U0261,R&D,Branch_Singapore,1.3521,103.8198,Singapore,macOS,Firefox,7,20,True,False
U0262,Engineering,Branch_Berlin,52.52,13.405,Germany,Windows_11,Chrome,7,20,True,False
U0263,Finance,Branch_Toronto,43.6532,-79.3832,Canada,Windows_11,Firefox,9,20,True,False
U0264,Executive,Branch_Singapore,1.3521,103.8198,Singapore,Windows_11,Chrome,9,20,True,False
U0265,Marketing,Branch_Berlin,52.52,13.405,Germany,Windows_11,Safari,7,17,False,False
U0266,Sales,HQ_London,51.5074,-0.1278,UK,macOS,Edge,8,17,True,False
U0267,Executive,HQ_London,51.5074,-0.1278,UK,macOS,Chrome,9,17,True,False
U0268,Customer_Support,Branch_Singapore,1.3521,103.8198,Singapore,Windows_11,Firefox,7,20,True,False
U0269,IT_Ops,Branch_Berlin,52.52,13.405,Germany,Windows_11,Firefox,7,20,True,False
U0270,Marketing,Branch_Berlin,52.52,13.405,Germany,Windows_10,Edge,7,18,True,False
U0271,Legal,HQ_NewYork,40.7128,-74.006,USA,Windows_10,Firefox,9,20,True,False
U0272,Legal,Branch_Sydney,-33.8688,151.2093,Australia,Windows_11,Edge,7,17,True,False
U0273,IT_Ops,Branch_Berlin,52.52,13.405,Germany,macOS,Chrome,9,19,True,False
U0274,Sales,Branch_Bengaluru,12.9716,77.5946,India,Ubuntu_22,Firefox,9,20,True,False
U0275,Sales,Branch_Toronto,43.6532,-79.3832,Canada,Windows_11,Edge,7,20,True,False
U0276,Legal,Branch_Bengaluru,12.9716,77.5946,India,Windows_11,Chrome,7,19,True,False
U0277,Finance,HQ_London,51.5074,-0.1278,UK,Windows_10,Safari,8,20,True,True
