entity_id,entity_type,department,role,privilege_level,manager,home_office,home_lat,home_lon,home_country,home_asn,home_isp,usual_os,usual_browser,usual_auth_method,login_start_hour,login_end_hour,mfa_enabled,vpn_habit,works_weekends,schedule_type
U0056,user,R&D,Engineer,2,U0008,Branch_Singapore,1.3521,103.8198,Singapore,AS9506,SingTel_Business,macOS,Safari,password,8,18,True,True,False,office_hours
U0057,user,Customer_Support,Senior_Specialist,3,U0009,HQ_London,51.5074,-0.1278,UK,AS5089,Virgin_Media_Business,Windows_10,Safari,password,9,19,False,False,False,office_hours
U0058,user,IT_Ops,Associate,1,U0006,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,macOS,Chrome,sso,9,19,True,True,False,office_hours
U0059,user,R&D,Associate,1,U0008,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,Ubuntu_22,Safari,token,7,17,True,False,False,office_hours
U0060,user,Finance,Associate,1,U0002,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,Windows_10,Firefox,sso,8,17,False,True,False,office_hours
U0061,user,Executive,CxO,5,,HQ_London,51.5074,-0.1278,UK,AS5089,Virgin_Media_Business,Ubuntu_22,Safari,password,9,20,True,False,False,office_hours
U0062,user,Finance,Senior_Engineer,3,U0002,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,macOS,Chrome,password,7,17,True,False,False,office_hours
U0063,user,R&D,Associate,1,U0008,Branch_Bengaluru,12.9716,77.5946,India,AS55836,Reliance_Jio_Business,Ubuntu_22,Chrome,certificate,8,18,True,False,False,office_hours
U0064,user,Marketing,Senior_Engineer,3,U0005,HQ_NewYork,40.7128,-74.006,USA,AS7018,AT&T_Corporate,macOS,Edge,token,8,19,True,False,False,office_hours
U0065,user,R&D,Support_Agent,1,U0008,HQ_NewYork,40.7128,-74.006,USA,AS7018,AT&T_Corporate,macOS,Edge,password,7,17,False,False,False,office_hours
U0066,user,Engineering,Senior_Analyst,2,U0001,Branch_Singapore,1.3521,103.8198,Singapore,AS9506,SingTel_Business,macOS,Firefox,sso,8,20,False,False,False,office_hours
U0067,user,IT_Ops,Senior_Analyst,2,U0006,Branch_Bengaluru,12.9716,77.5946,India,AS55836,Reliance_Jio_Business,Ubuntu_22,Edge,certificate,8,17,True,True,False,office_hours
U0068,user,Legal,Senior_Engineer,3,U0007,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,Ubuntu_22,Chrome,password,8,20,True,False,False,office_hours
U0069,user,Customer_Support,Analyst,1,U0009,Branch_Singapore,1.3521,103.8198,Singapore,AS9506,SingTel_Business,Windows_11,Chrome,sso,9,18,True,True,True,office_hours
U0070,user,Legal,Associate,1,U0007,Branch_Singapore,1.3521,103.8198,Singapore,AS9506,SingTel_Business,Windows_10,Safari,sso,8,19,True,False,False,office_hours
U0071,user,R&D,Engineer,2,U0008,HQ_London,51.5074,-0.1278,UK,AS5089,Virgin_Media_Business,Windows_11,Edge,biometric,8,19,False,False,False,office_hours
U0072,user,Marketing,Specialist,2,U0005,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,Windows_10,Safari,token,8,19,True,False,False,office_hours
U0073,user,IT_Ops,Senior_Specialist,3,U0006,HQ_London,51.5074,-0.1278,UK,AS5089,Virgin_Media_Business,Windows_10,Safari,password,9,20,True,False,False,office_hours
U0074,user,OT_Operations,Specialist,2,U0010,HQ_London,51.5074,-0.1278,UK,AS5089,Virgin_Media_Business,Windows_11,Firefox,token,9,19,False,False,False,office_hours
U0075,user,Customer_Support,Senior_Engineer,3,U0009,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,Ubuntu_22,Firefox,password,8,19,True,False,False,office_hours
U0076,user,IT_Ops,Senior_Specialist,3,U0006,Branch_Singapore,1.3521,103.8198,Singapore,AS9506,SingTel_Business,Ubuntu_22,Chrome,certificate,7,19,False,False,False,office_hours
U0077,user,Finance,Specialist,2,U0002,Branch_Sydney,-33.8688,151.2093,Australia,AS1221,Telstra_Business,Ubuntu_22,Firefox,certificate,7,17,True,True,False,office_hours
U0078,user,Legal,Support_Agent,1,U0007,Branch_Singapore,1.3521,103.8198,Singapore,AS9506,SingTel_Business,Windows_10,Firefox,password,8,18,True,False,False,office_hours
U0079,user,OT_Operations,Analyst,1,U0010,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,Ubuntu_22,Edge,certificate,7,17,True,True,False,office_hours
U0080,user,OT_Operations,Senior_Specialist,3,U0010,Branch_Bengaluru,12.9716,77.5946,India,AS55836,Reliance_Jio_Business,macOS,Firefox,sso,8,17,True,False,False,office_hours
U0081,user,Marketing,Support_Agent,1,U0005,Branch_Singapore,1.3521,103.8198,Singapore,AS9506,SingTel_Business,Windows_11,Chrome,sso,9,20,True,False,False,office_hours
U0082,user,Sales,Engineer,2,U0004,HQ_London,51.5074,-0.1278,UK,AS5089,Virgin_Media_Business,RHEL_9,Edge,certificate,9,18,True,False,False,office_hours
U0083,user,Marketing,Senior_Analyst,2,U0005,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,Windows_10,Chrome,sso,8,20,True,True,False,office_hours
U0084,user,IT_Ops,Engineer,2,U0006,Branch_Sydney,-33.8688,151.2093,Australia,AS1221,Telstra_Business,macOS,Safari,sso,8,19,True,False,True,office_hours
U0085,user,Sales,Senior_Specialist,3,U0004,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,RHEL_9,Edge,password,8,17,True,True,False,office_hours
U0086,user,OT_Operations,Analyst,1,U0010,Branch_Sydney,-33.8688,151.2093,Australia,AS1221,Telstra_Business,Windows_11,Firefox,token,9,19,False,True,True,office_hours
U0087,user,R&D,Team_Lead,3,U0008,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,Windows_11,Firefox,password,7,19,False,True,False,office_hours
U0088,user,Customer_Support,Analyst,1,U0009,Branch_Bengaluru,12.9716,77.5946,India,AS55836,Reliance_Jio_Business,RHEL_9,Firefox,sso,9,17,True,False,False,office_hours
U0089,user,Marketing,Analyst,1,U0005,HQ_London,51.5074,-0.1278,UK,AS5089,Virgin_Media_Business,Ubuntu_22,Firefox,sso,7,19,True,False,False,office_hours
U0090,user,Legal,Associate,1,U0007,Branch_Sydney,-33.8688,151.2093,Australia,AS1221,Telstra_Business,Windows_11,Firefox,certificate,9,17,True,True,False,office_hours
U0091,user,Executive,CxO,5,,HQ_London,51.5074,-0.1278,UK,AS5089,Virgin_Media_Business,Windows_10,Edge,biometric,9,17,True,False,False,office_hours
U0092,user,Customer_Support,Associate,1,U0009,HQ_NewYork,40.7128,-74.006,USA,AS7018,AT&T_Corporate,Windows_10,Chrome,token,7,19,True,True,False,office_hours
U0093,user,Legal,Specialist,2,U0007,HQ_NewYork,40.7128,-74.006,USA,AS7018,AT&T_Corporate,Ubuntu_22,Edge,token,7,20,True,False,True,office_hours
U0094,user,OT_Operations,Engineer,2,U0010,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,Windows_11,Safari,sso,8,17,True,False,True,office_hours
U0095,user,Finance,Associate,1,U0002,HQ_NewYork,40.7128,-74.006,USA,AS7018,AT&T_Corporate,macOS,Edge,token,9,19,True,False,False,office_hours
U0096,user,Finance,Senior_Specialist,3,U0002,Branch_Sydney,-33.8688,151.2093,Australia,AS1221,Telstra_Business,Ubuntu_22,Safari,sso,8,19,True,False,False,office_hours
U0097,user,IT_Ops,Support_Agent,1,U0006,Branch_Bengaluru,12.9716,77.5946,India,AS55836,Reliance_Jio_Business,Windows_10,Safari,password,7,17,True,False,False,office_hours
U0098,user,HR,Specialist,2,U0003,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,Windows_11,Safari,token,9,20,False,False,False,office_hours
U0099,user,Executive,Director,5,,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,Windows_10,Safari,password,7,19,True,False,False,office_hours
U0100,user,Executive,VP,5,,Branch_Sydney,-33.8688,151.2093,Australia,AS1221,Telstra_Business,RHEL_9,Edge,password,8,19,False,False,False,office_hours
U0101,user,HR,Engineer,2,U0003,HQ_NewYork,40.7128,-74.006,USA,AS7018,AT&T_Corporate,Windows_11,Chrome,biometric,7,20,True,True,False,office_hours
U0102,user,IT_Ops,Specialist,2,U0006,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,Windows_11,Firefox,password,9,17,True,True,False,office_hours
U0103,user,R&D,Engineer,2,U0008,Branch_Bengaluru,12.9716,77.5946,India,AS55836,Reliance_Jio_Business,RHEL_9,Chrome,token,7,19,True,False,False,office_hours
U0104,user,Marketing,Analyst,1,U0005,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,Windows_11,Firefox,token,7,18,True,True,False,office_hours
U0105,user,R&D,Senior_Analyst,2,U0008,HQ_London,51.5074,-0.1278,UK,AS5089,Virgin_Media_Business,RHEL_9,Firefox,token,9,19,True,False,True,office_hours
U0106,user,Engineering,Associate,1,U0001,Branch_Sydney,-33.8688,151.2093,Australia,AS1221,Telstra_Business,RHEL_9,Safari,certificate,9,20,True,False,False,office_hours
U0107,user,HR,Senior_Specialist,3,U0003,Branch_Singapore,1.3521,103.8198,Singapore,AS9506,SingTel_Business,Windows_11,Safari,sso,7,20,True,False,False,office_hours
U0108,user,Marketing,Senior_Analyst,2,U0005,Branch_Bengaluru,12.9716,77.5946,India,AS55836,Reliance_Jio_Business,Windows_11,Chrome,token,7,19,True,False,False,office_hours
U0109,user,HR,Associate,1,U0003,Branch_Bengaluru,12.9716,77.5946,India,AS55836,Reliance_Jio_Business,Windows_10,Firefox,biometric,9,17,True,False,False,office_hours
U0110,user,Executive,VP,5,,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,macOS,Firefox,token,8,20,True,False,False,office_hours
U0111,user,IT_Ops,Engineer,2,U0006,Branch_Singapore,1.3521,103.8198,Singapore,AS9506,SingTel_Business,Windows_11,Chrome,token,8,17,True,False,False,office_hours
U0112,user,Executive,VP,5,,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,Ubuntu_22,Firefox,token,8,18,False,False,False,office_hours
U0113,user,IT_Ops,Senior_Engineer,3,U0006,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,Windows_11,Firefox,biometric,8,18,True,False,False,office_hours
U0114,user,IT_Ops,Senior_Analyst,2,U0006,Branch_Sydney,-33.8688,151.2093,Australia,AS1221,Telstra_Business,Windows_11,Edge,password,9,20,True,False,False,office_hours
U0115,user,Executive,VP,5,,HQ_NewYork,40.7128,-74.006,USA,AS7018,AT&T_Corporate,macOS,Edge,sso,9,20,True,False,False,office_hours
U0116,user,Customer_Support,Analyst,1,U0009,Branch_Sydney,-33.8688,151.2093,Australia,AS1221,Telstra_Business,RHEL_9,Chrome,certificate,8,19,True,True,False,office_hours
U0117,user,IT_Ops,Team_Lead,3,U0006,HQ_London,51.5074,-0.1278,UK,AS5089,Virgin_Media_Business,Windows_10,Firefox,password,7,17,True,False,False,office_hours
U0118,user,Executive,Director,5,,HQ_London,51.5074,-0.1278,UK,AS5089,Virgin_Media_Business,Ubuntu_22,Chrome,token,9,18,False,False,False,office_hours
U0119,user,R&D,Associate,1,U0008,Branch_Bengaluru,12.9716,77.5946,India,AS55836,Reliance_Jio_Business,Windows_10,Edge,certificate,9,20,True,True,False,office_hours
U0120,user,Customer_Support,Associate,1,U0009,Branch_Sydney,-33.8688,151.2093,Australia,AS1221,Telstra_Business,RHEL_9,Firefox,sso,7,20,False,False,False,office_hours
U0121,user,Customer_Support,Team_Lead,3,U0009,HQ_NewYork,40.7128,-74.006,USA,AS7018,AT&T_Corporate,macOS,Safari,sso,7,20,True,False,False,office_hours
U0122,user,IT_Ops,Team_Lead,3,U0006,HQ_NewYork,40.7128,-74.006,USA,AS7018,AT&T_Corporate,RHEL_9,Edge,password,7,19,True,True,False,office_hours
U0123,user,OT_Operations,Associate,1,U0010,HQ_London,51.5074,-0.1278,UK,AS5089,Virgin_Media_Business,macOS,Safari,certificate,7,20,True,True,True,office_hours
U0124,user,Marketing,Associate,1,U0005,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,Windows_11,Edge,password,7,17,True,False,False,office_hours
U0125,user,Finance,Analyst,1,U0002,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,RHEL_9,Firefox,biometric,8,20,True,False,False,office_hours
U0126,user,HR,Senior_Analyst,2,U0003,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,Windows_11,Chrome,token,8,17,True,False,False,office_hours
U0127,user,Engineering,Associate,1,U0001,Branch_Bengaluru,12.9716,77.5946,India,AS55836,Reliance_Jio_Business,Windows_11,Edge,password,8,19,True,True,False,office_hours
U0128,user,R&D,Team_Lead,3,U0008,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,Windows_10,Chrome,biometric,8,17,True,True,False,office_hours
U0129,user,Engineering,Analyst,1,U0001,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,RHEL_9,Safari,password,9,18,True,False,True,office_hours
U0130,user,OT_Operations,Associate,1,U0010,Branch_Sydney,-33.8688,151.2093,Australia,AS1221,Telstra_Business,Ubuntu_22,Safari,biometric,8,19,False,False,False,office_hours
U0131,user,Customer_Support,Associate,1,U0009,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,Windows_11,Safari,certificate,7,19,True,True,False,office_hours
U0132,user,Marketing,Support_Agent,1,U0005,Branch_Singapore,1.3521,103.8198,Singapore,AS9506,SingTel_Business,Ubuntu_22,Edge,token,9,19,True,False,False,office_hours
U0133,user,Engineering,Support_Agent,1,U0001,Branch_Singapore,1.3521,103.8198,Singapore,AS9506,SingTel_Business,RHEL_9,Firefox,sso,7,20,True,True,False,office_hours
U0134,user,IT_Ops,Support_Agent,1,U0006,HQ_NewYork,40.7128,-74.006,USA,AS7018,AT&T_Corporate,Ubuntu_22,Edge,token,7,18,True,False,False,office_hours
U0135,user,Sales,Senior_Engineer,3,U0004,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,Ubuntu_22,Safari,sso,7,19,True,False,False,office_hours
U0136,user,Executive,VP,5,,HQ_London,51.5074,-0.1278,UK,AS5089,Virgin_Media_Business,Windows_10,Chrome,token,9,20,False,False,False,office_hours
U0137,user,IT_Ops,Specialist,2,U0006,HQ_NewYork,40.7128,-74.006,USA,AS7018,AT&T_Corporate,macOS,Firefox,biometric,9,18,True,False,False,office_hours
U0138,user,Sales,Senior_Analyst,2,U0004,Branch_Sydney,-33.8688,151.2093,Australia,AS1221,Telstra_Business,Windows_11,Edge,certificate,8,20,True,False,False,office_hours
U0139,user,Finance,Analyst,1,U0002,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,RHEL_9,Safari,biometric,9,17,True,True,True,office_hours
U0140,user,R&D,Engineer,2,U0008,HQ_London,51.5074,-0.1278,UK,AS5089,Virgin_Media_Business,Windows_10,Safari,token,7,17,True,True,False,office_hours
U0141,user,Sales,Support_Agent,1,U0004,Branch_Bengaluru,12.9716,77.5946,India,AS55836,Reliance_Jio_Business,macOS,Firefox,certificate,9,19,True,True,False,office_hours
U0142,user,Customer_Support,Specialist,2,U0009,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,Windows_10,Edge,sso,9,17,True,True,True,office_hours
U0143,user,OT_Operations,Engineer,2,U0010,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,RHEL_9,Safari,certificate,7,20,False,False,False,office_hours
U0144,user,Marketing,Support_Agent,1,U0005,Branch_Singapore,1.3521,103.8198,Singapore,AS9506,SingTel_Business,Ubuntu_22,Chrome,certificate,7,20,True,False,False,office_hours
U0145,user,HR,Support_Agent,1,U0003,Branch_Bengaluru,12.9716,77.5946,India,AS55836,Reliance_Jio_Business,Ubuntu_22,Firefox,biometric,9,17,True,False,False,office_hours
U0146,user,Sales,Associate,1,U0004,Branch_Bengaluru,12.9716,77.5946,India,AS55836,Reliance_Jio_Business,RHEL_9,Safari,password,7,19,False,False,False,office_hours
U0147,user,HR,Support_Agent,1,U0003,Branch_Singapore,1.3521,103.8198,Singapore,AS9506,SingTel_Business,macOS,Safari,password,8,20,False,True,False,office_hours
U0148,user,Engineering,Support_Agent,1,U0001,Branch_Sydney,-33.8688,151.2093,Australia,AS1221,Telstra_Business,macOS,Chrome,sso,8,18,False,False,False,office_hours
U0149,user,IT_Ops,Associate,1,U0006,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,macOS,Edge,password,9,20,True,True,False,office_hours
U0150,user,OT_Operations,Senior_Analyst,2,U0010,HQ_NewYork,40.7128,-74.006,USA,AS7018,AT&T_Corporate,macOS,Edge,certificate,8,18,True,False,False,office_hours
U0151,user,Engineering,Support_Agent,1,U0001,Branch_Bengaluru,12.9716,77.5946,India,AS55836,Reliance_Jio_Business,RHEL_9,Safari,password,9,18,True,False,False,office_hours
U0152,user,Executive,VP,5,,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,RHEL_9,Safari,biometric,8,20,True,False,False,office_hours
U0153,user,Legal,Specialist,2,U0007,Branch_Sydney,-33.8688,151.2093,Australia,AS1221,Telstra_Business,RHEL_9,Safari,password,9,18,True,False,False,office_hours
U0154,user,OT_Operations,Engineer,2,U0010,HQ_London,51.5074,-0.1278,UK,AS5089,Virgin_Media_Business,Windows_11,Chrome,password,8,19,True,False,False,office_hours
